term,df,months,recent_df,recency,score,topic1,topic2,words,lang
위험 줄이기,23,11,19,0.826,13.116,safety_research,agentic_ai,2,ko
Apache,23,11,19,0.826,13.116,frontier,open_weight,1,en
작전,28,8,27,0.964,13.106,national_security,cybersecurity,1,ko
제공되지 않아,28,8,27,0.964,13.106,frontier,law,2,ko
관련 위험,22,13,16,0.727,13.089,law,guideline,2,ko
패권,21,12,17,0.81,13.063,national_security,physical_ai,1,ko
년의,21,12,17,0.81,13.063,law,youth,1,ko
참여할,21,12,17,0.81,13.063,frontier,guideline,1,ko
되며,21,12,17,0.81,13.063,frontier,cybersecurity,1,ko
경쟁력 강화,21,12,17,0.81,13.063,law,frontier,2,ko
교통,21,10,20,0.952,13.059,standards,physical_ai,1,ko
전환하,21,10,20,0.952,13.059,norms,standards,1,ko
관리 체계,21,10,20,0.952,13.059,law,standards,2,ko
정상회의,26,17,12,0.462,13.044,norms,frontier,1,ko
순위,29,8,27,0.931,13.039,safety_research,frontier,1,ko
해커,26,8,26,1.0,13.035,cybersecurity,agentic_ai,1,ko
사이버 방어,26,8,26,1.0,13.035,cybersecurity,frontier,2,ko
분해,25,9,23,0.92,13.024,safety_research,agentic_ai,1,ko
자세한 내용,23,17,12,0.522,13.02,frontier,cybersecurity,2,ko
Secure,25,11,19,0.76,13.018,cybersecurity,norms,1,en
처벌,20,11,18,0.9,13.012,law,deepfake_disinfo,1,ko
진행되,26,10,21,0.808,13.01,frontier,law,1,ko
외국,26,10,21,0.808,13.01,national_security,frontier,1,ko
Google AI Studio,22,9,22,1.0,12.996,frontier,deepfake_disinfo,3,en
선택적,22,9,22,1.0,12.996,safety_research,frontier,1,ko
제조업,22,10,20,0.909,12.987,physical_ai,sovereign_ai,1,ko
창작,22,10,20,0.909,12.987,law,frontier,1,ko
의문,22,10,20,0.909,12.987,frontier,safety_research,1,ko
재현성,30,8,27,0.9,12.978,safety_research,standards,1,ko
수천,26,11,19,0.731,12.978,law,frontier,1,ko
필요함,23,12,17,0.739,12.972,norms,frontier,1,ko
과도하게,30,9,24,0.8,12.968,safety_research,frontier,1,ko
산출물,27,8,26,0.963,12.962,agentic_ai,safety_research,1,ko
Assurance,27,8,26,0.963,12.962,safety_research,standards,1,en
인물,27,10,21,0.778,12.962,law,deepfake_disinfo,1,ko
Sycophancy,26,9,23,0.885,12.96,safety_research,agentic_ai,1,en
높았고,26,9,23,0.885,12.96,safety_research,frontier,1,ko
참조,26,9,23,0.885,12.96,agentic_ai,safety_research,1,ko
lab,21,11,18,0.857,12.948,frontier,law,1,en
사유,21,11,18,0.857,12.948,frontier,law,1,ko
전통적인,21,11,18,0.857,12.948,frontier,cybersecurity,1,ko
암호화,21,11,18,0.857,12.948,frontier,cybersecurity,1,ko
post-training,21,11,18,0.857,12.948,safety_research,open_weight,1,en
수동,21,11,18,0.857,12.948,frontier,safety_research,1,ko
충분하지,21,11,18,0.857,12.948,guideline,frontier,1,ko
소재,23,10,20,0.87,12.922,law,frontier,1,ko
Qwen,23,10,20,0.87,12.922,frontier,safety_research,1,en
일반적,23,10,20,0.87,12.922,safety_research,agentic_ai,1,ko
구매,23,10,20,0.87,12.922,national_security,frontier,1,ko
생물학적,23,10,20,0.87,12.922,safety_research,frontier,1,ko
HAI,23,10,20,0.87,12.922,sovereign_ai,norms,1,en
모델 대상,23,9,22,0.957,12.917,safety_research,frontier,2,ko
자율주행,23,9,22,0.957,12.917,physical_ai,law,1,ko
정체성,23,9,22,0.957,12.917,safety_research,agentic_ai,1,ko
예외,27,9,23,0.852,12.901,law,agentic_ai,1,ko
자산,27,9,23,0.852,12.901,national_security,guideline,1,ko
국제기구,19,14,14,0.737,12.895,norms,national_security,1,ko
실패 모드,28,8,26,0.929,12.895,safety_research,agentic_ai,2,ko
답을,22,11,18,0.818,12.891,frontier,safety_research,1,ko
진입,22,11,18,0.818,12.891,frontier,law,1,ko
전파,22,11,18,0.818,12.891,frontier,agentic_ai,1,ko
정부 기관,22,11,18,0.818,12.891,cybersecurity,frontier,2,ko
behavior,25,8,25,1.0,12.886,frontier,safety_research,1,en
단서,25,8,25,1.0,12.886,safety_research,youth,1,ko
고정된,25,8,25,1.0,12.886,safety_research,cybersecurity,1,ko
체결,25,8,25,1.0,12.886,frontier,guideline,1,ko
참여한,24,10,20,0.833,12.864,norms,frontier,1,ko
유료,19,12,16,0.842,12.86,frontier,law,1,ko
법제,20,13,15,0.75,12.855,law,norms,1,ko
Gap,30,7,30,1.0,12.853,safety_research,cybersecurity,1,en
companies,28,9,23,0.821,12.849,frontier,cybersecurity,1,en
질적,24,9,22,0.917,12.847,norms,law,1,ko
inference,24,9,22,0.917,12.847,safety_research,open_weight,1,en
Build,24,9,22,0.917,12.847,frontier,cybersecurity,1,en
오프라인,24,9,22,0.917,12.847,safety_research,agentic_ai,1,ko
주입,24,9,22,0.917,12.847,cybersecurity,safety_research,1,ko
구도,18,11,17,0.944,12.845,frontier,national_security,1,ko
도입해,23,11,18,0.783,12.841,safety_research,cybersecurity,1,ko
Open-Source,23,11,18,0.783,12.841,frontier,open_weight,1,en
논의하고,21,14,14,0.667,12.835,safety_research,agentic_ai,1,ko
사용하고,29,8,26,0.897,12.833,law,frontier,1,ko
나타날,21,13,15,0.714,12.819,safety_research,agentic_ai,1,ko
Trump,25,10,20,0.8,12.813,frontier,cybersecurity,1,en
요구하고,26,8,25,0.962,12.812,law,deepfake_disinfo,1,ko
불가능한,20,12,16,0.8,12.807,agentic_ai,politics,1,ko
UN,29,9,23,0.793,12.801,norms,national_security,1,en
조합,31,7,30,0.968,12.786,safety_research,agentic_ai,1,ko
교차,31,7,30,0.968,12.786,safety_research,guideline,1,ko
주도권,25,9,22,0.88,12.783,national_security,frontier,1,ko
검사,25,9,22,0.88,12.783,agentic_ai,safety_research,1,ko
중복,25,9,22,0.88,12.783,law,cybersecurity,1,ko
Press,25,9,22,0.88,12.783,law,youth,1,en
Machine,21,10,19,0.905,12.777,safety_research,norms,1,en
ETHICS,21,10,19,0.905,12.777,norms,safety_research,1,en
Dialogue,21,10,19,0.905,12.777,norms,cybersecurity,1,en
규정하고,21,10,19,0.905,12.777,law,norms,1,ko
하반기,19,11,17,0.895,12.773,cybersecurity,guideline,1,ko
생태계 조성,19,11,17,0.895,12.773,deepfake_disinfo,frontier,2,ko
연구하고,21,16,12,0.571,12.761,frontier,agentic_ai,1,ko
비슷한,21,12,16,0.762,12.761,safety_research,open_weight,1,ko
red teaming,21,12,16,0.762,12.761,safety_research,cybersecurity,2,en
기밀,21,12,16,0.762,12.761,cybersecurity,frontier,1,ko
수행하고,27,8,25,0.926,12.745,safety_research,cybersecurity,1,ko
Max,22,9,21,0.955,12.733,frontier,open_weight,1,en
인사,22,9,21,0.955,12.733,law,cybersecurity,1,ko
조사 결과,22,9,21,0.955,12.733,cybersecurity,agentic_ai,2,ko
심층,22,9,21,0.955,12.733,safety_research,law,1,ko
GPQA Diamond,22,9,21,0.955,12.733,frontier,open_weight,2,en
법적 책임,24,8,24,1.0,12.731,law,agentic_ai,2,ko
실증적,29,7,29,1.0,12.731,safety_research,agentic_ai,1,ko
접근 권한,26,9,22,0.846,12.726,frontier,cybersecurity,2,ko
Program,26,11,18,0.692,12.726,frontier,cybersecurity,1,en
달리,26,9,22,0.846,12.726,cybersecurity,agentic_ai,1,ko
예비,26,11,18,0.692,12.726,youth,frontier,1,ko
개선할,22,12,16,0.727,12.722,guideline,safety_research,1,ko
공공서비스,22,10,19,0.864,12.713,norms,law,1,ko
측정하고,22,10,19,0.864,12.713,safety_research,frontier,1,ko
포괄적인,20,11,17,0.85,12.71,law,guideline,1,ko
life,20,11,17,0.85,12.71,norms,frontier,1,en
정책 동향,23,12,16,0.696,12.688,law,frontier,2,ko
쓰는,28,8,25,0.893,12.683,safety_research,frontier,1,ko
투명성 의무,28,8,25,0.893,12.683,law,guideline,2,ko
점에서,28,8,25,0.893,12.683,safety_research,frontier,1,ko
파인튜닝,33,7,30,0.909,12.666,safety_research,frontier,1,ko
조절,23,9,21,0.913,12.663,safety_research,frontier,1,ko
knowledge,23,9,21,0.913,12.663,agentic_ai,frontier,1,en
편향된,23,9,21,0.913,12.663,safety_research,guideline,1,ko
judge,30,7,29,0.967,12.663,safety_research,law,1,en
수출통제,23,9,21,0.913,12.663,frontier,national_security,1,ko
false,23,9,21,0.913,12.663,safety_research,cybersecurity,1,en
징후,23,9,21,0.913,12.663,frontier,cybersecurity,1,ko
Releases,25,8,24,0.96,12.657,frontier,cybersecurity,1,en
도구 호출,25,8,24,0.96,12.657,frontier,agentic_ai,2,ko
실용적,23,10,19,0.826,12.657,norms,safety_research,1,ko
합성 데이터,23,10,19,0.826,12.657,safety_research,cybersecurity,2,ko
오염,25,8,24,0.96,12.657,agentic_ai,cybersecurity,1,ko
집중하고,21,11,17,0.81,12.655,frontier,cybersecurity,1,ko
Challenges,21,11,17,0.81,12.655,guideline,safety_research,1,en
수행하도록,21,11,17,0.81,12.655,agentic_ai,cybersecurity,1,ko
확신,21,11,17,0.81,12.655,frontier,safety_research,1,ko
탈옥,21,11,17,0.81,12.655,safety_research,cybersecurity,1,ko
방해,17,12,15,0.882,12.647,frontier,law,1,ko
운용,19,10,18,0.947,12.628,national_security,sovereign_ai,1,ko
커지,19,10,18,0.947,12.628,safety_research,frontier,1,ko
프론티어 모델,29,8,25,0.862,12.627,frontier,safety_research,2,ko
받는,22,11,17,0.773,12.608,frontier,national_security,1,ko
새로,22,11,17,0.773,12.608,cybersecurity,frontier,1,ko
Controls,22,11,17,0.773,12.608,cybersecurity,frontier,1,en
분석하,24,10,19,0.792,12.607,cybersecurity,national_security,1,ko
투표,18,13,14,0.778,12.606,politics,frontier,1,ko
자본,28,7,28,1.0,12.604,frontier,law,1,ko
평가했,24,9,21,0.875,12.6,frontier,safety_research,1,ko
파일럿,24,9,21,0.875,12.6,cybersecurity,norms,1,ko
카드,24,9,21,0.875,12.6,cybersecurity,frontier,1,ko
하도록,17,11,16,0.941,12.59,safety_research,deepfake_disinfo,1,ko
정량적,26,8,24,0.923,12.589,safety_research,agentic_ai,1,ko
제시하,26,8,24,0.923,12.589,law,guideline,1,ko
향상시키,26,8,24,0.923,12.589,safety_research,cybersecurity,1,ko
수가,18,12,15,0.833,12.587,frontier,cybersecurity,1,ko
unclear,40,6,37,0.925,12.574,frontier,safety_research,1,en
자율형,23,8,23,1.0,12.569,agentic_ai,cybersecurity,1,ko
안전 정책,23,8,23,1.0,12.569,frontier,youth,2,ko
강하게,23,11,17,0.739,12.567,safety_research,law,1,ko
총리,23,11,17,0.739,12.567,law,guideline,1,ko
평가 방법론,23,11,17,0.739,12.567,frontier,law,2,ko
추가 연구,23,11,17,0.739,12.567,open_weight,frontier,2,ko
명으,19,13,14,0.737,12.566,law,guideline,1,ko
유발할,25,10,19,0.76,12.563,cybersecurity,safety_research,1,ko
접근 방식,20,10,18,0.9,12.557,guideline,safety_research,2,ko
변환,20,10,18,0.9,12.557,safety_research,law,1,ko
분의,20,10,18,0.9,12.557,frontier,law,1,ko
농업,20,10,18,0.9,12.557,frontier,national_security,1,ko
생태계 구축,20,10,18,0.9,12.557,norms,standards,2,ko
statement,20,10,18,0.9,12.557,safety_research,youth,1,en
머신러닝,19,14,13,0.684,12.553,safety_research,guideline,1,ko
제기되고,32,7,29,0.906,12.542,frontier,law,1,ko
적용하고,21,9,20,0.952,12.54,safety_research,frontier,1,ko
Auditing,21,9,20,0.952,12.54,safety_research,frontier,1,en
달라,21,9,20,0.952,12.54,law,safety_research,1,ko
정밀,21,9,20,0.952,12.54,cybersecurity,frontier,1,ko
창출,19,12,15,0.789,12.537,frontier,norms,1,ko
증가하,19,12,15,0.789,12.537,frontier,law,1,ko
ASR,29,7,28,0.966,12.536,safety_research,frontier,1,en
Enforcement,29,7,28,0.966,12.536,law,cybersecurity,1,en
Kimi,29,7,28,0.966,12.536,frontier,open_weight,1,en
약한,29,7,28,0.966,12.536,safety_research,cybersecurity,1,ko
학습데이터,20,14,13,0.65,12.532,law,deepfake_disinfo,1,ko
가속화,24,11,17,0.708,12.531,national_security,norms,1,ko
진행한,18,11,16,0.889,12.52,frontier,cybersecurity,1,ko
확장하고,18,11,16,0.889,12.52,frontier,cybersecurity,1,ko
Insights,21,14,13,0.619,12.516,frontier,agentic_ai,1,en
노출된,21,10,18,0.857,12.495,cybersecurity,agentic_ai,1,ko
점진적,24,8,23,0.958,12.495,safety_research,frontier,1,ko
협의체,21,10,18,0.857,12.495,guideline,cybersecurity,1,ko
없고,21,10,18,0.857,12.495,safety_research,frontier,1,ko
보호법,21,10,18,0.857,12.495,law,youth,1,ko
위험평,21,10,18,0.857,12.495,law,guideline,1,ko
attention,24,8,23,0.958,12.495,frontier,safety_research,1,en
States,21,10,18,0.857,12.495,law,youth,1,en
트리거,21,10,18,0.857,12.495,cybersecurity,safety_research,1,ko
경보,20,12,15,0.75,12.494,frontier,agentic_ai,1,ko
Update,20,12,15,0.75,12.494,cybersecurity,safety_research,1,en
Universal,20,12,15,0.75,12.494,safety_research,law,1,en
잘못,26,9,21,0.808,12.493,law,frontier,1,ko
Asia,36,6,35,0.972,12.492,law,norms,1,en
규정 적용,17,10,17,1.0,12.475,law,guideline,2,ko
청구,30,7,28,0.933,12.473,law,frontier,1,ko
병목,27,7,27,1.0,12.472,frontier,safety_research,1,ko
General-Purpose,23,13,14,0.609,12.471,guideline,law,1,en
연계해,22,9,20,0.909,12.47,frontier,cybersecurity,1,ko
의원,22,9,20,0.909,12.47,law,youth,1,ko
최신 모델,22,9,20,0.909,12.47,frontier,cybersecurity,2,ko
보장하,22,9,20,0.909,12.47,law,safety_research,1,ko
알려진,22,9,20,0.909,12.47,cybersecurity,agentic_ai,1,ko
확대하,19,11,16,0.842,12.459,cybersecurity,frontier,1,ko
노동시장,19,11,16,0.842,12.459,law,guideline,1,ko
막는,21,12,15,0.714,12.459,frontier,law,1,ko
짧은,19,11,16,0.842,12.459,agentic_ai,safety_research,1,ko
약화시킬,19,11,16,0.842,12.459,law,frontier,1,ko
대체할,19,11,16,0.842,12.459,frontier,law,1,ko
보여주고,19,11,16,0.842,12.459,frontier,cybersecurity,1,ko
선형,21,12,15,0.714,12.459,safety_research,frontier,1,ko
필요성 강조,19,11,16,0.842,12.459,frontier,safety_research,2,ko
유엔,22,10,18,0.818,12.44,norms,cybersecurity,1,ko
Rights,22,10,18,0.818,12.44,norms,youth,1,en
타당성,22,10,18,0.818,12.44,frontier,agentic_ai,1,ko
투명하게,22,10,18,0.818,12.44,frontier,safety_research,1,ko
커뮤니케이션,22,10,18,0.818,12.44,safety_research,frontier,1,ko
판사,22,10,18,0.818,12.44,law,frontier,1,ko
데이터 공유,22,12,15,0.682,12.429,law,norms,2,ko
고려해,22,12,15,0.682,12.429,cybersecurity,law,1,ko
버그,22,12,15,0.682,12.429,frontier,cybersecurity,1,ko
연방법원,25,8,23,0.92,12.428,law,frontier,1,ko
GenAI,25,8,23,0.92,12.428,safety_research,cybersecurity,1,en
자율무기,19,9,19,1.0,12.416,national_security,frontier,1,ko
현실적인,19,9,19,1.0,12.416,national_security,norms,1,ko
엔진,19,9,19,1.0,12.416,cybersecurity,frontier,1,ko
hybrid,23,9,20,0.87,12.408,frontier,safety_research,1,en
통합하,23,9,20,0.87,12.408,cybersecurity,agentic_ai,1,ko
위험 요소,20,11,16,0.8,12.407,safety_research,cybersecurity,2,ko
고정,22,8,22,1.0,12.401,safety_research,agentic_ai,1,ko
지속성,18,10,17,0.944,12.395,cybersecurity,deepfake_disinfo,1,ko
규제 체계,18,10,17,0.944,12.395,law,agentic_ai,2,ko
Nuclear,38,6,35,0.921,12.382,safety_research,agentic_ai,1,en
Center,26,8,23,0.885,12.367,frontier,law,1,en
AWS,21,11,16,0.762,12.363,frontier,cybersecurity,1,en
거짓,21,11,16,0.762,12.363,frontier,safety_research,1,ko
Standards,21,11,16,0.762,12.363,guideline,agentic_ai,1,en
확보하고,21,11,16,0.762,12.363,frontier,cybersecurity,1,ko
때의,21,11,16,0.762,12.363,safety_research,agentic_ai,1,ko
자살,24,9,20,0.833,12.353,youth,frontier,1,ko
수업,24,9,20,0.833,12.353,frontier,norms,1,ko
제공해,24,9,20,0.833,12.353,frontier,law,1,ko
융합,20,9,19,0.95,12.338,national_security,cybersecurity,1,ko
디지털 전환,20,9,19,0.95,12.338,guideline,law,2,ko
보안 평가,20,9,19,0.95,12.338,cybersecurity,frontier,2,ko
사례 연구,20,9,19,0.95,12.338,guideline,cybersecurity,2,ko
설계하고,20,9,19,0.95,12.338,norms,safety_research,1,ko
취약한,26,7,26,1.0,12.336,safety_research,healthcare,1,ko
모델 접근,26,7,26,1.0,12.336,frontier,cybersecurity,2,ko
오픈웨이트,26,7,26,1.0,12.336,open_weight,frontier,1,ko
개념적,23,8,22,0.957,12.326,safety_research,standards,1,ko
HuggingFace,23,8,22,0.957,12.326,safety_research,frontier,1,en
관할,23,8,22,0.957,12.326,law,deepfake_disinfo,1,ko
긴장,19,10,17,0.895,12.325,national_security,norms,1,ko
실행할,19,10,17,0.895,12.325,frontier,cybersecurity,1,ko
최고 수준,22,11,16,0.727,12.325,frontier,safety_research,2,ko
의사결정 과정,22,11,16,0.727,12.325,norms,frontier,2,ko
공정한,22,11,16,0.727,12.325,law,guideline,1,ko
상세,22,11,16,0.727,12.325,frontier,safety_research,1,ko
모집,19,10,17,0.895,12.325,law,youth,1,ko
점검하고,19,10,17,0.895,12.325,cybersecurity,law,1,ko
기반해,19,10,17,0.895,12.325,safety_research,guideline,1,ko
생명과학,16,11,15,0.938,12.32,frontier,norms,1,ko
게시물,27,8,23,0.852,12.311,frontier,deepfake_disinfo,1,ko
오픈 웨이트,27,8,23,0.852,12.311,open_weight,frontier,2,ko
통계,25,9,20,0.8,12.303,frontier,safety_research,1,ko
Guardrails,21,9,19,0.905,12.269,cybersecurity,frontier,1,en
의존하,21,9,19,0.905,12.269,law,safety_research,1,ko
도입할,21,9,19,0.905,12.269,cybersecurity,frontier,1,ko
무역,21,9,19,0.905,12.269,norms,national_security,1,ko
유연성,21,9,19,0.905,12.269,law,guideline,1,ko
M context,21,9,19,0.905,12.269,frontier,open_weight,2,en
도덕적,27,7,26,0.963,12.267,safety_research,national_security,1,ko
동맹,20,10,17,0.85,12.265,national_security,norms,1,ko
약점,20,10,17,0.85,12.265,frontier,safety_research,1,ko
틀을,20,10,17,0.85,12.265,frontier,law,1,ko
확인하지,20,10,17,0.85,12.265,law,frontier,1,ko
상담,20,10,17,0.85,12.265,healthcare,law,1,ko
아프리카,20,10,17,0.85,12.265,norms,deepfake_disinfo,1,ko
진행 상황,20,10,17,0.85,12.265,law,frontier,2,ko
팀은,20,10,17,0.85,12.265,frontier,safety_research,1,ko
초과,18,13,13,0.722,12.26,frontier,law,1,ko
고려한,24,8,22,0.917,12.259,safety_research,guideline,1,ko
취약,24,8,22,0.917,12.259,cybersecurity,safety_research,1,ko
상관,24,8,22,0.917,12.259,safety_research,frontier,1,ko
steering,26,9,20,0.769,12.259,safety_research,guideline,1,en
people,24,8,22,0.917,12.259,law,frontier,1,en
평가 프레임워크,24,8,22,0.917,12.259,safety_research,standards,2,ko
블랙박스,24,8,22,0.917,12.259,safety_research,agentic_ai,1,ko
Reference,17,11,15,0.882,12.252,safety_research,standards,1,en
모색,18,12,14,0.778,12.252,frontier,cybersecurity,1,ko
않기,18,12,14,0.778,12.252,cybersecurity,agentic_ai,1,ko
하게,17,11,15,0.882,12.252,safety_research,cybersecurity,1,ko
증류,32,6,32,1.0,12.247,frontier,safety_research,1,ko
제시되지,32,6,32,1.0,12.247,safety_research,cybersecurity,1,ko
추가 검증,69,4,68,0.986,12.229,safety_research,frontier,2,ko
제한적인,21,8,21,1.0,12.225,law,frontier,1,ko
SynthID,21,8,21,1.0,12.225,deepfake_disinfo,frontier,1,en
화면,19,12,14,0.737,12.213,cybersecurity,deepfake_disinfo,1,ko
뛰어난,19,12,14,0.737,12.213,cybersecurity,agentic_ai,1,ko
대응해,21,10,17,0.81,12.212,frontier,cybersecurity,1,ko
Amazon,21,10,17,0.81,12.212,frontier,law,1,en
소유,21,10,17,0.81,12.212,law,national_security,1,ko
못했,21,10,17,0.81,12.212,safety_research,frontier,1,ko
인재 양성,21,10,17,0.81,12.212,norms,law,2,ko
독립성,22,9,19,0.864,12.208,law,youth,1,ko
기반 모델,22,9,19,0.864,12.208,safety_research,cybersecurity,2,ko
성명,22,9,19,0.864,12.208,frontier,cybersecurity,1,ko
헬스케어,22,9,19,0.864,12.208,healthcare,physical_ai,1,ko
예상치 못한,23,14,12,0.522,12.199,cybersecurity,agentic_ai,2,ko
해로운,21,14,12,0.571,12.197,safety_research,youth,1,ko
점도,21,13,13,0.619,12.197,safety_research,national_security,1,ko
건이,25,7,25,1.0,12.195,cybersecurity,law,1,ko
관련 규정,18,11,15,0.833,12.194,law,guideline,2,ko
맞게,20,12,14,0.7,12.182,safety_research,agentic_ai,1,ko
국제협력,22,15,11,0.5,12.171,norms,law,1,ko
안전 위험,22,10,17,0.773,12.166,cybersecurity,law,2,ko
포함되,22,10,17,0.773,12.166,law,agentic_ai,1,ko
규제 완화,21,12,14,0.667,12.157,law,cybersecurity,2,ko
경제적 영향,21,12,14,0.667,12.157,frontier,law,2,ko
단어,23,9,19,0.826,12.154,safety_research,frontier,1,ko
chain,22,8,21,0.955,12.15,safety_research,cybersecurity,1,en
얼굴,22,8,21,0.955,12.15,deepfake_disinfo,law,1,ko
자율 에이전트,22,8,21,0.955,12.15,agentic_ai,safety_research,2,ko
Alibaba,22,8,21,0.955,12.15,frontier,law,1,en
보험,17,10,16,0.941,12.149,frontier,cybersecurity,1,ko
